stock,QUAL,MTUM,VLUE,IWM,IVW,IYW,IYC,IVV
USX,0,0,0,0.00447,0,0,0,0
AGLE,0,0,0,0.00459,0,0,0,0
FREQ,0,0,0,0.00466,0,0,0,0
TWOU,0,0,0,0.02662,0,0,0,0
VMD,0,0,0,0.00554,0,0,0,0
TIG,0,0,0,0.00472,0,0,0,0
FGEN,0,0,0,0.04753,0,0,0,0
SURF,0,0,0,0.00426,0,0,0,0
AKRO,0,0,0,0.01726,0,0,0,0
NLS,0,0,0,0.00591,0,0,0,0
ASXC,0,0,0,0.00597,0,0,0,0
DRIO,0,0,0,0.004,0,0,0,0
PSTX,0,0,0,0.00427,0,0,0,0
CRDF,0,0,0,0.0041,0,0,0,0
VHC,0,0,0,0.00442,0,0,0,0
LXRX,0,0,0,0.00709,0,0,0,0
ESCA,0,0,0,0.00509,0,0,0,0
XOMA,0,0,0,0.0046,0,0,0,0
ICVX,0,0,0,0.00859,0,0,0,0
VERU,0,0,0,0.01377,0,0,0,0
CRAI,0,0,0,0.0239,0,0,0,0
SKIN,0,0,0,0.04327,0,0,0,0
IMGO,0,0,0,0.00806,0,0,0,0
OYST,0,0,0,0.00399,0,0,0,0
ERAS,0,0,0,0.00898,0,0,0,0
DICE,0,0,0,0.00873,0,0,0,0
MEC,0,0,0,0.00357,0,0,0,0
BH,0,0,0,0.00357,0,0,0,0
BVS,0,0,0,0.01275,0,0,0,0
DNUT,0,0,0,0.01138,0,0,0,0
RETA,0,0,0,0.02704,0,0,0,0
TAST,0,0,0,0.00353,0,0,0,0
HMTV,0,0,0,0.00339,0,0,0,0
VEL,0,0,0,0.0041,0,0,0,0
GIC,0,0,0,0.01418,0,0,0,0
HPK,0,0,0,0.00368,0,0,0,0
CRMT,0,0,0,0.02113,0,0,0,0
AGYS,0,0,0,0.02969,0,0,0,0
INZY,0,0,0,0.00356,0,0,0,0
INDT,0,0,0,0.01466,0,0,0,0
JANX,0,0,0,0.0079,0,0,0,0
WLFC,0,0,0,0.00404,0,0,0,0
XMTR,0,0,0,0.01355,0,0,0,0
SFT,0,0,0,0.0042,0,0,0,0
CURV,0,0,0,0.00429,0,0,0,0
EEX,0,0,0,0.00325,0,0,0,0
VERA,0,0,0,0.00741,0,0,0,0
SRT,0,0,0,0.00316,0,0,0,0
CRBU,0,0,0,0.00747,0,0,0,0
CDRE,0,0,0,0.00382,0,0,0,0
XPOF,0,0,0,0.00702,0,0,0,0
SNSE,0,0,0,0.00323,0,0,0,0
MRSN,0,0,0,0.01048,0,0,0,0
SRNE,0,0,0,0.03177,0,0,0,0
BDTX,0,0,0,0.0032,0,0,0,0
VIRX,0,0,0,0.00396,0,0,0,0
KMPH,0,0,0,0.00615,0,0,0,0
AC,0,0,0,0.00236,0,0,0,0
IMVT,0,0,0,0.00825,0,0,0,0
TCRR,0,0,0,0.00309,0,0,0,0
ONCT,0,0,0,0.00314,0,0,0,0
AORT,0,0,0,0.02553,0,0,0,0
GRPN,0,0,0,0.02116,0,0,0,0
TTI,0,0,0,0.01286,0,0,0,0
TNXP,0,0,0,0.00286,0,0,0,0
SBTX,0,0,0,0.00298,0,0,0,0
FA,0,0,0,0.03425,0,0,0,0
PETS,0,0,0,0.01962,0,0,0,0
UIHC,0,0,0,0.00311,0,0,0,0
ENFN,0,0,0,0.0122,0,0,0,0
ESMT,0,0,0,0.01278,0,0,0,0
NUVL,0,0,0,0.00717,0,0,0,0
GSAT,0,0,0,0.02303,0,0,0,0
TNYA,0,0,0,0.00679,0,0,0,0
RGR,0,0,0,0.04358,0,0,0,0
MODN,0,0,0,0.03375,0,0,0,0
CURI,0,0,0,0.00345,0,0,0,0
GLUE,0,0,0,0.00593,0,0,0,0
FOA,0,0,0,0.00323,0,0,0,0
CDMO,0,0,0,0.04445,0,0,0,0
SRRK,0,0,0,0.01762,0,0,0,0
STON,0,0,0,0.00321,0,0,0,0
IBIO,0,0,0,0.00277,0,0,0,0
BOLT,0,0,0,0.00264,0,0,0,0
IVC,0,0,0,0.00266,0,0,0,0
SGMO,0,0,0,0.02541,0,0,0,0
REV,0,0,0,0.00277,0,0,0,0
NLTX,0,0,0,0.00357,0,0,0,0
BKE,0,0,0,0.04209,0,0,0,0
WLDN,0,0,0,0.01285,0,0,0,0
CSTL,0,0,0,0.03176,0,0,0,0
DAWN,0,0,0,0.00569,0,0,0,0
BNFT,0,0,0,0.00947,0,0,0,0
LYEL,0,0,0,0.00533,0,0,0,0
TEN,0,0,0,0.02697,0,0,0,0
TG,0,0,0,0.01143,0,0,0,0
FNCH,0,0,0,0.00249,0,0,0,0
HBB,0,0,0,0.004,0,0,0,0
FLNT,0,0,0,0.00233,0,0,0,0
MBIO,0,0,0,0.00233,0,0,0,0
TCBX,0,0,0,0.00166,0,0,0,0
BJRI,0,0,0,0.02965,0,0,0,0
REPX,0,0,0,0.00217,0,0,0,0
INTA,0,0,0,0.00823,0,0,0,0
VHI,0,0,0,0.0024,0,0,0,0
HEAR,0,0,0,0.01238,0,0,0,0
OLMA,0,0,0,0.00425,0,0,0,0
MLNK,0,0,0,0.00838,0,0,0,0
FWRG,0,0,0,0.0046,0,0,0,0
HOFV,0,0,0,0.00228,0,0,0,0
GRPH,0,0,0,0.00549,0,0,0,0
BHG,0,0,0,0.00782,0,0,0,0
ADGI,0,0,0,0.00511,0,0,0,0
DS,0,0,0,0.00403,0,0,0,0
HOWL,0,0,0,0.00629,0,0,0,0
XGN,0,0,0,0.0035,0,0,0,0
WLLAW,0,0,0,0.00216,0,0,0,0
RVI,0,0,0,0.00244,0,0,0,0
AVRO,0,0,0,0.0021,0,0,0,0
LSEA,0,0,0,0.00278,0,0,0,0
ATEC,0,0,0,0.026,0,0,0,0
SLDB,0,0,0,0.0021,0,0,0,0
IPSC,0,0,0,0.00544,0,0,0,0
TRDA,0,0,0,0.00487,0,0,0,0
HLTH,0,0,0,0.00557,0,0,0,0
UHT,0,0,0,0.02828,0,0,0,0
VXRT,0,0,0,0.02163,0,0,0,0
NATH,0,0,0,0.00569,0,0,0,0
TYRA,0,0,0,0.00489,0,0,0,0
NL,0,0,0,0.00209,0,0,0,0
GCMG,0,0,0,0.01714,0,0,0,0
RMO,0,0,0,0.00981,0,0,0,0
TALS,0,0,0,0.00574,0,0,0,0
CSSE,0,0,0,0.00255,0,0,0,0
AQB,0,0,0,0.00296,0,0,0,0
XL,0,0,0,0.00219,0,0,0,0
TRVN,0,0,0,0.00297,0,0,0,0
ONCR,0,0,0,0.00198,0,0,0,0
REKR,0,0,0,0.0055,0,0,0,0
SCVL,0,0,0,0.02104,0,0,0,0
THRX,0,0,0,0.00433,0,0,0,0
ESGC,0,0,0,0.00182,0,0,0,0
BASE,0,0,0,0.00754,0,0,0,0
OB,0,0,0,0.00362,0,0,0,0
MGNX,0,0,0,0.02296,0,0,0,0
THRY,0,0,0,0.00842,0,0,0,0
TBPH,0,0,0,0.02158,0,0,0,0
DTC,0,0,0,0.00377,0,0,0,0
DCPH,0,0,0,0.01184,0,0,0,0
TKNO,0,0,0,0.00396,0,0,0,0
CTKB,0,0,0,0.00842,0,0,0,0
ABSI,0,0,0,0.00432,0,0,0,0
ETNB,0,0,0,0.00157,0,0,0,0
SYRS,0,0,0,0.00312,0,0,0,0
TLMD,0,0,0,0.00662,0,0,0,0
VTYX,0,0,0,0.0037,0,0,0,0
EVCM,0,0,0,0.00698,0,0,0,0
NBEV,0,0,0,0.00367,0,0,0,0
BCEL,0,0,0,0.00154,0,0,0,0
NRIX,0,0,0,0.01867,0,0,0,0
PLM,0,0,0,0.00275,0,0,0,0
CDZI,0,0,0,0.00187,0,0,0,0
VTGN,0,0,0,0.01011,0,0,0,0
OMGA,0,0,0,0.0032,0,0,0,0
CTMX,0,0,0,0.01011,0,0,0,0
RLYB,0,0,0,0.0035,0,0,0,0
LTRPA,0,0,0,0.00609,0,0,0,0
AVTE,0,0,0,0.00328,0,0,0,0
AVDX,0,0,0,0.00991,0,0,0,0
BFS,0,0,0,0.02061,0,0,0,0
XLO,0,0,0,0.00299,0,0,0,0
FLMN,0,0,0,0.00863,0,0,0,0
MIRM,0,0,0,0.00315,0,0,0,0
CRIS,0,0,0,0.01068,0,0,0,0
AURA,0,0,0,0.00261,0,0,0,0
DNAY,0,0,0,0.00278,0,0,0,0
INVE,0,0,0,0.01649,0,0,0,0
VBIV,0,0,0,0.00995,0,0,0,0
RENT,0,0,0,0.00405,0,0,0,0
RAIN,0,0,0,0.0034,0,0,0,0
HBIO,0,0,0,0.00767,0,0,0,0
URGN,0,0,0,0.00444,0,0,0,0
PRTG,0,0,0,0.00114,0,0,0,0
IMRX,0,0,0,0.00259,0,0,0,0
TARS,0,0,0,0.0051,0,0,0,0
OMIC,0,0,0,0.00327,0,0,0,0
AMOT,0,0,0,0.01536,0,0,0,0
AIRS,0,0,0,0.00162,0,0,0,0
HCKT,0,0,0,0.01832,0,0,0,0
TLIS,0,0,0,0.00112,0,0,0,0
ALKT,0,0,0,0.01581,0,0,0,0
ATNX,0,0,0,0.0026,0,0,0,0
SGHT,0,0,0,0.00666,0,0,0,0
COCO,0,0,0,0.00391,0,0,0,0
CLPR,0,0,0,0.00441,0,0,0,0
SANA,0,0,0,0.01998,0,0,0,0
GMTX,0,0,0,0.00133,0,0,0,0
PYXS,0,0,0,0.00219,0,0,0,0
PCYO,0,0,0,0.00866,0,0,0,0
HMPT,0,0,0,0.00118,0,0,0,0
TISI,0,0,0,0.00102,0,0,0,0
AKA,0,0,0,0.00208,0,0,0,0
AIP,0,0,0,0.00252,0,0,0,0
WLLBW,0,0,0,0.001,0,0,0,0
ULH,0,0,0,0.00512,0,0,0,0
ISO,0,0,0,0.00023,0,0,0,0
TSHA,0,0,0,0.00545,0,0,0,0
PRCT,0,0,0,0.00547,0,0,0,0
PGEN,0,0,0,0.00735,0,0,0,0
OCX,0,0,0,0.00319,0,0,0,0
ATHX,0,0,0,0.00655,0,0,0,0
CIX,0,0,0,0.00151,0,0,0,0
KLTR,0,0,0,0.00202,0,0,0,0
ELYM,0,0,0,0.00234,0,0,0,0
STTK,0,0,0,0.00488,0,0,0,0
GATO,0,0,0,0.00556,0,0,0,0
TH,0,0,0,0.00289,0,0,0,0
UAVS,0,0,0,0.00244,0,0,0,0
MAX,0,0,0,0.00956,0,0,0,0
CLNN,0,0,0,0.0022,0,0,0,0
PLRX,0,0,0,0.00882,0,0,0,0
SIEN,0,0,0,0.00615,0,0,0,0
ABOS,0,0,0,0.00213,0,0,0,0
CNVY,0,0,0,0.00293,0,0,0,0
RPID,0,0,0,0.00216,0,0,0,0
LVLU,0,0,0,0.00035,0,0,0,0
RELY,0,0,0,0.00465,0,0,0,0
FNA,0,0,0,0.0039,0,0,0,0
CYT,0,0,0,0.00188,0,0,0,0
SDIG,0,0,0,0.00274,0,0,0,0
SGTX,0,0,0,0.00084,0,0,0,0
ZVIA,0,0,0,0.00367,0,0,0,0
HOOK,0,0,0,0.0018,0,0,0,0
SPRB,0,0,0,0.0007,0,0,0,0
CVM,0,0,0,0.00718,0,0,0,0
URG,0,0,0,0.00804,0,0,0,0
SPRO,0,0,0,0.00849,0,0,0,0
BEEM,0,0,0,0.00449,0,0,0,0
NEXI,0,0,0,0.00166,0,0,0,0
GBIO,0,0,0,0.00781,0,0,0,0
RXST,0,0,0,0.00427,0,0,0,0
ARDX,0,0,0,0.00228,0,0,0,0
HQI,0,0,0,0.00369,0,0,0,0
SKYT,0,0,0,0.00307,0,0,0,0
TERN,0,0,0,0.00197,0,0,0,0
DIBS,0,0,0,0.00261,0,0,0,0
KODK,0,0,0,0.00794,0,0,0,0
VALU,0,0,0,0.00252,0,0,0,0
IMPL,0,0,0,0.00155,0,0,0,0
KALA,0,0,0,0.00131,0,0,0,0
THRN,0,0,0,0,0,0,0,0
FORA,0,0,0,0.0051,0,0,0,0
WEAV,0,0,0,0,0,0,0,0
ADN,0,0,0,0.00194,0,0,0,0
RPHM,0,0,0,0.00123,0,0,0,0
APLT,0,0,0,0.00148,0,0,0,0
LUCD,0,0,0,0,0,0,0,0
CVRX,0,0,0,0.00245,0,0,0,0
NVEC,0,0,0,0.01053,0,0,0,0
LSF,0,0,0,0.00143,0,0,0,0
INFI,0,0,0,0.00362,0,0,0,0
NH,0,0,0,0.00083,0,0,0,0
BTX,0,0,0,0.00247,0,0,0,0
STIM,0,0,0,0.00276,0,0,0,0
DMS,0,0,0,0.00046,0,0,0,0
RGS,0,0,0,0.00281,0,0,0,0
ADRO,0,0,0,0.00137,0,0,0,0
MGTA,0,0,0,0.0034,0,0,0,0
AVTX,0,0,0,0.00165,0,0,0,0
VIA,0,0,0,0.00542,0,0,0,0
PDLI,0,0,0,0.00004,0,0,0,0
BX,2.23777,1.84095,0,0,0,0,0,0
UBER,0,0,0,0,0,0,1.05939,0
MRVL,0,0.76315,0,0,0,0.58706,0,0
SNOW,0,0.70709,0,0,0,0.57955,0,0
SQ,0,0,0,0,0,0,0,0
PANW,0,0.80737,0,0,0,0.48856,0,0
TEAM,0,0,0,0,0,0.44219,0,0
WDAY,0,0,0,0,0,0.4335,0,0
DDOG,0,0.63837,0,0,0,0.43054,0,0
LULU,0.90606,0,0,0,0,0,0.66672,0
TTD,0,0,0,0,0,0,0.64108,0
KKR,0,0.49783,0,0,0,0,0,0
CRWD,0,0.486,0,0,0,0.34652,0,0
VEEV,0,0,0,0,0,0,0,0
ZM,0,0,0,0,0,0.29406,0,0
LNG,0,0.44673,0,0,0,0,0,0
KDP,0,0,0,0,0,0,0,0
TWLO,0,0,0,0,0,0.28068,0,0
CSGP,0,0,0,0,0,0,0,0
MDB,0,0.31821,0,0,0,0.26375,0,0
NET,0,0.61968,0,0,0,0.26363,0,0
APO,0,0.27154,0,0,0,0,0,0
INVH,0,0,0,0,0,0,0,0
HUBS,0,0.37071,0,0,0,0.23837,0,0
YUMC,0,0,0,0,0,0,0.4247,0
DOCU,0,0,0,0,0,0.22636,0,0
SUI,0,0,0,0,0,0,0,0
LBRDK,0,0,0,0,0,0,0,0
OKTA,0,0,0,0,0,0.22088,0,0
SPOT,0,0,0,0,0,0,0.39411,0
BILL,0,0.45654,0,0,0,0,0,0
AVTR,0,0.20167,0,0,0,0,0,0
HZNP,0,0.17683,0,0,0,0,0,0
ZS,0,0.3123,0,0,0,0.21436,0,0
SPLK,0,0,0,0,0,0.19718,0,0
TRU,0,0,0,0,0,0,0,0
PLTR,0,0.2494,0,0,0,0.1947,0,0
MOH,0,0,0,0,0,0,0,0
ACGL,0,0,0,0,0,0,0,0
ALNY,0,0,0,0,0,0,0,0
VICI,0.11753,0,0,0,0,0,0,0
ENTG,0,0.20343,0,0,0,0.18616,0,0
MKL,0,0,0,0,0,0,0,0
SGEN,0,0,0,0,0,0,0,0
CPT,0,0.22349,0,0,0,0,0,0
NUAN,0,0,0,0,0,0.16781,0,0
PODD,0,0,0,0,0,0,0,0
BMRN,0,0,0,0,0,0,0,0
AA,0,0,0,0,0,0,0,0
CCK,0,0,0,0,0,0,0,0
U,0,0.0726,0,0,0,0.15884,0,0
BURL,0,0,0,0,0,0,0.27665,0
LPLA,0,0,0,0,0,0,0,0
TRGP,0,0,0,0,0,0,0,0
GDDY,0,0,0,0,0,0.14989,0,0
DASH,0,0.12979,0,0,0,0.15004,0,0
WPC,0,0,0,0,0,0,0,0
BG,0,0.12284,0,0,0,0,0,0
ZEN,0,0,0,0,0,0.14621,0,0
BLDR,0,0,0,0,0,0,0,0
PINS,0,0,0,0,0,0.14276,0,0
FICO,0.11591,0,0,0,0,0,0,0
ROKU,0,0,0,0,0,0,0,0
FNF,0.27093,0,0,0,0,0,0,0
RPRX,0,0,0,0,0,0,0,0
ELS,0,0,0,0,0,0,0,0
EXAS,0,0,0,0,0,0,0,0
EWBC,0,0,0,0,0,0,0,0
FWONK,0,0,0,0,0,0,0.23679,0
JLL,0,0,0,0,0,0,0,0
LYFT,0,0,0,0,0,0,0.22657,0
GGG,0,0,0,0,0,0,0,0
CSL,0,0,0,0,0,0,0,0
RNG,0,0,0,0,0,0.12765,0,0
MPW,0,0,0,0,0,0,0,0
ELAN,0,0,0,0,0,0,0,0
RS,0,0,0,0,0,0,0,0
PLUG,0,0.11352,0,0,0,0,0,0
QGEN,0,0,0,0,0,0,0,0
CGNX,0,0,0,0,0,0,0,0
CONE,0,0,0,0,0,0,0,0
WOLF,0,0,0,0,0,0.11846,0,0
ARES,0,0,0,0,0,0,0,0
RPM,0,0,0,0,0,0,0,0
RRX,0,0,0,0,0,0,0,0
MTN,0,0,0,0,0,0,0.20149,0
AMH,0,0,0,0,0,0,0,0
DAR,0,0,0,0,0,0,0,0
WBS,0,0,0,0,0,0,0,0
REXR,0,0,0,0,0,0,0,0
WTRG,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0.19653,0
CIEN,0,0,0,0,0,0,0,0
TTC,0,0,0,0,0,0,0,0
LSI,0,0,0,0,0,0,0,0
GLOB,0,0,0,0,0,0.112,0,0
Z,0,0,0,0,0,0,0,0
CUBE,0,0,0,0,0,0,0,0
CPRI,0,0,0,0,0,0,0.18989,0
DOX,0,0,0,0,0,0.10988,0,0
RGEN,0,0,0,0,0,0,0,0
FND,0,0,0,0,0,0,0.18959,0
GLPI,0,0,0,0,0,0,0,0
MIDD,0,0,0,0,0,0,0,0
ACM,0,0,0,0,0,0,0,0
FCNCA,0,0,0,0,0,0,0,0
LAMR,0,0,0,0,0,0,0,0
TDOC,0,0,0,0,0,0,0,0
TREX,0,0,0,0,0,0,0,0
SCI,0,0,0,0,0,0,0.1789,0
BAH,0,0,0,0,0,0,0,0
FHN,0,0,0,0,0,0,0,0
CVNA,0,0,0,0,0,0,0.18675,0
W,0,0,0,0,0,0,0.18403,0
AZPN,0,0,0,0,0,0.10155,0,0
HUBB,0,0,0,0,0,0,0,0
LAD,0,0,0,0,0,0,0.17785,0
RIVN,0,0,0,0,0,0,0.17874,0
WAL,0,0,0,0,0,0,0,0
FIVE,0,0,0,0,0,0,0.17222,0
HEIA,0,0,0,0,0,0,0,0
KSS,0,0,0,0,0,0,0.16338,0
AFG,0,0,0,0,0,0,0,0
UTHR,0,0,0,0,0,0,0,0
CLF,0,0,0,0,0,0,0,0
ARMK,0,0,0,0,0,0,0.16409,0
ZNGA,0,0,0,0,0,0,0.17178,0
JBL,0,0,0,0,0,0.09288,0,0
BKI,0,0,0,0,0,0.09064,0,0
COUP,0,0,0,0,0,0.09064,0,0
MAT,0,0,0,0,0,0,0.16424,0
USFD,0,0,0,0,0,0,0,0
SYNA,0,0,0,0.32182,0,0,0,0
IAC,0,0,0,0,0,0.08942,0,0
HUN,0,0,0,0,0,0,0,0
TW,0,0,0,0,0,0,0,0
WSO,0,0,0,0,0,0,0,0
KRC,0,0,0,0,0,0,0,0
AXON,0,0,0,0,0,0,0,0
LII,0,0,0,0,0,0,0,0
LSXMK,0,0,0,0,0,0,0.15444,0
BERY,0,0,0,0,0,0,0,0
MKSI,0,0,0,0,0,0,0,0
CNXC,0,0,0,0,0,0.08869,0,0
DT,0,0.12105,0,0,0,0.08748,0,0
NBIX,0,0,0,0,0,0,0,0
WH,0,0,0,0,0,0,0.15244,0
RGLD,0,0,0,0,0,0,0,0
LSCC,0,0,0,0.30855,0,0,0,0
SYNH,0,0,0,0,0,0,0,0
BFAM,0,0,0,0,0,0,0.14966,0
CFR,0,0,0,0,0,0,0,0
G,0,0,0,0,0,0,0,0
TTEK,0,0,0,0.30169,0,0,0,0
DECK,0,0,0,0,0,0,0.15426,0
PTON,0,0,0,0,0,0,0.15084,0
CABO,0,0,0,0,0,0,0,0
CHDN,0,0,0,0,0,0,0.15206,0
AVLR,0,0,0,0,0,0.0845,0,0
CBSH,0,0,0,0,0,0,0,0
AGCO,0,0,0,0,0,0,0,0
JEF,0,0,0,0,0,0,0,0
PLNT,0,0,0,0,0,0,0.14638,0
VOYA,0,0,0,0,0,0,0,0
MANH,0,0,0,0,0,0.08519,0,0
NVST,0,0,0,0,0,0,0,0
GXO,0,0,0,0,0,0,0,0
AIRC,0,0,0,0,0,0,0,0
GME,0,0,0,0,0,0,0.14812,0
NVCR,0,0,0,0,0,0,0,0
FIVN,0,0,0,0,0,0.08206,0,0
ITT,0,0,0,0,0,0,0,0
MASI,0,0,0,0,0,0,0,0
BRX,0,0,0,0,0,0,0,0
WSC,0,0,0,0.2943,0,0,0,0
ATR,0,0,0,0,0,0,0,0
RGA,0,0,0,0,0,0,0,0
LITE,0,0,0,0,0,0,0,0
PCTY,0,0,0,0,0,0,0,0
NNN,0,0,0,0,0,0,0,0
CG,0,0.10771,0,0,0,0,0,0
OSK,0,0,0,0,0,0,0,0
STOR,0,0,0,0,0,0,0,0
COLD,0,0,0,0,0,0,0,0
PNFP,0,0,0,0,0,0,0,0
ORI,0,0,0,0,0,0,0,0
FR,0,0,0,0,0,0,0,0
BLD,0,0,0,0,0,0,0,0
SF,0,0,0,0,0,0,0,0
SNV,0,0,0,0,0,0,0,0
GNTX,0,0,0,0,0,0,0.13793,0
PII,0,0,0,0,0,0,0.13518,0
BC,0,0,0,0,0,0,0,0
CHE,0,0,0,0,0,0,0,0
GWRE,0,0,0,0,0,0.07865,0,0
EGP,0,0,0,0.28311,0,0,0,0
OLN,0,0,0,0,0,0,0,0
WEX,0,0,0,0,0,0,0,0
SITE,0,0,0,0,0,0,0.13861,0
LECO,0,0,0,0,0,0,0,0
SAIA,0,0,0,0.26662,0,0,0,0
PEN,0,0,0,0,0,0,0,0
ACC,0,0,0,0,0,0,0,0
FSLR,0,0,0,0,0,0,0,0
WMS,0,0,0,0,0,0,0,0
WWD,0,0,0,0,0,0,0,0
FAF,0,0,0,0,0,0,0,0
OGE,0,0,0,0,0,0,0,0
RNR,0,0,0,0,0,0,0,0
NXST,0,0,0,0,0,0,0.12991,0
CASY,0,0,0,0,0,0,0,0
DBX,0,0,0,0,0,0.07276,0,0
PSTG,0,0,0,0,0,0.07365,0,0
BRKR,0,0,0,0,0,0,0,0
BPOP,0,0,0,0,0,0,0,0
PB,0,0,0,0,0,0,0,0
STWD,0,0,0,0,0,0,0,0
XPO,0,0,0,0,0,0,0,0
NOV,0,0,0,0,0,0,0,0
NYT,0,0,0,0,0,0,0.12966,0
RH,0,0,0,0,0,0,0.13372,0
TXG,0,0,0,0,0,0,0,0
VAC,0,0,0,0,0,0,0.1315,0
HTA,0,0,0,0,0,0,0,0
EEFT,0,0,0,0,0,0,0,0
EQT,0,0,0,0,0,0,0,0
TPX,0,0,0,0,0,0,0.12597,0
SMAR,0,0,0,0,0,0.07109,0,0
HOG,0,0,0,0,0,0,0.12231,0
DCI,0,0,0,0,0,0,0,0
SEIC,0.1677,0,0,0,0,0,0,0
AYI,0,0,0,0,0,0,0,0
OHI,0,0,0,0,0,0,0,0
VRT,0,0,0,0,0,0.06998,0,0
POST,0,0,0,0,0,0,0,0
DKS,0,0,0,0,0,0,0.1239,0
COHR,0,0,0,0,0,0,0,0
LPX,0,0,0,0,0,0,0,0
HEI,0,0,0,0,0,0,0,0
EHC,0,0,0,0,0,0,0,0
SKX,0,0,0,0,0,0,0.11949,0
PLAN,0,0,0,0,0,0.06712,0,0
TNDM,0,0,0,0,0,0,0,0
X,0,0,0,0,0,0,0,0
TXRH,0,0,0,0.23448,0,0,0,0
AZTA,0,0,0,0,0,0.06747,0,0
LFUS,0,0,0,0,0,0,0,0
MAN,0,0,0,0,0,0,0,0
OLED,0,0,0,0,0,0.06356,0,0
EXEL,0,0,0,0,0,0,0,0
MORN,0,0,0,0,0,0,0,0
SRPT,0,0,0,0,0,0,0,0
AXTA,0,0,0,0,0,0,0,0
SLM,0,0,0,0,0,0,0,0
UNM,0,0,0,0,0,0,0,0
TOL,0,0,0,0,0,0,0.1136,0
INGR,0,0,0,0,0,0,0,0
SLAB,0,0,0,0.22607,0,0,0,0
ESTC,0,0,0,0,0,0.06328,0,0
SLG,0,0,0,0,0,0,0,0
SGMS,0,0,0,0.22259,0,0,0,0
OMF,0,0,0,0,0,0,0,0
VVV,0,0,0,0,0,0,0,0
TPL,0,0,0,0,0,0,0,0
CUZ,0,0,0,0,0,0,0,0
CACI,0,0,0,0,0,0.0632,0,0
LSTR,0,0,0,0,0,0,0,0
UPST,0,0.0681,0,0,0,0,0,0
SON,0,0,0,0,0,0,0,0
AMG,0,0,0,0,0,0,0,0
NTLA,0,0,0,0.22667,0,0,0,0
IBKR,0,0,0,0,0,0,0,0
JHG,0,0,0,0,0,0,0,0
INSP,0,0,0,0.2202,0,0,0,0
OZK,0,0,0,0,0,0,0,0
SRC,0,0,0,0,0,0,0,0
NVT,0,0,0,0,0,0,0,0
GH,0,0,0,0,0,0,0,0
CCMP,0,0,0,0.19762,0,0,0,0
SMG,0,0,0,0,0,0,0,0
CW,0,0,0,0,0,0,0,0
EXP,0,0,0,0,0,0,0,0
HFC,0,0,0,0,0,0,0,0
GPK,0,0,0,0,0,0,0,0
SCCO,0,0,0,0,0,0,0,0
OMCL,0,0,0,0.20663,0,0,0,0
RYN,0,0,0,0,0,0,0,0
HBI,0,0,0,0,0,0,0.09951,0
BYD,0,0,0,0,0,0,0.10555,0
DEI,0,0,0,0,0,0,0,0
MDU,0,0,0,0,0,0,0,0
SPR,0,0,0,0,0,0,0,0
SIRI,0,0,0,0,0,0,0.10047,0
PACW,0,0,0,0,0,0,0,0
PRI,0,0,0,0,0,0,0,0
IDA,0,0,0,0,0,0,0,0
ASH,0,0,0,0,0,0,0,0
CDK,0,0,0,0,0,0.05322,0,0
TDC,0,0,0,0,0,0.05549,0,0
NCR,0,0,0,0,0,0.05733,0,0
POWI,0,0,0,0.20432,0,0,0,0
WTFC,0,0,0,0,0,0,0,0
LEG,0,0,0,0,0,0,0.09635,0
ESI,0,0,0,0,0,0,0,0
SRCL,0,0,0,0,0,0,0,0
NATI,0,0,0,0,0,0.05639,0,0
NTNX,0,0,0,0,0,0.05625,0,0
TMX,0,0,0,0,0,0,0.09682,0
NTRA,0,0,0,0,0,0,0,0
MTG,0,0,0,0,0,0,0,0
DKNG,0,0,0,0,0,0,0.10049,0
CHH,0,0,0,0,0,0,0.09474,0
MTZ,0,0,0,0,0,0,0,0
PRGO,0,0,0,0,0,0,0,0
FOXF,0,0,0,0.19211,0,0,0,0
CHNG,0,0,0,0,0,0.05371,0,0
SSD,0,0,0,0.19099,0,0,0,0
FLO,0,0,0,0,0,0,0,0
MSA,0,0,0,0,0,0,0,0
UNVR,0,0,0,0,0,0,0,0
CFX,0,0,0,0,0,0,0,0
NFG,0,0,0,0,0,0,0,0
BSY,0.03981,0,0,0,0,0.05519,0,0
NYCB,0,0,0,0,0,0,0,0
THO,0,0,0,0,0,0,0.09203,0
CC,0,0,0,0,0,0,0,0
GMED,0,0,0,0,0,0,0,0
THG,0,0,0,0,0,0,0,0
SAIC,0,0,0,0,0,0.05091,0,0
SWAV,0,0,0,0.18657,0,0,0,0
CRUS,0,0,0,0,0,0.0515,0,0
DLB,0,0,0,0,0,0.0516,0,0
AN,0,0,0,0,0,0,0.08603,0
HELE,0,0,0,0.1843,0,0,0,0
YETI,0,0,0,0,0,0,0.09787,0
TNL,0,0,0,0,0,0,0.09541,0
CR,0,0,0,0,0,0,0,0
CLH,0,0,0,0,0,0,0,0
RPD,0,0,0,0.19283,0,0,0,0
IAA,0,0,0,0,0,0,0.09048,0
HXL,0,0,0,0,0,0,0,0
AMN,0,0,0,0.18547,0,0,0,0
JBLU,0,0,0,0,0,0,0.09233,0
AL,0,0,0,0,0,0,0,0
EVR,0,0,0,0,0,0,0,0
AQUA,0,0,0,0.18709,0,0,0,0
VG,0,0,0,0.18276,0,0,0,0
OPEN,0,0,0,0,0,0,0,0
ERIE,0.10183,0,0,0,0,0,0,0
